Artist,Genres,Songs,Popularity,Link,SName,SLink,Lyric,language
Chris Cornell,Rock,86.0,1.0,/chris-cornell/,Two Drink Minimum,/chris-cornell/two-drink-minimum.html,"This open promise fades
And the sun forgets to rise
I'm lonely and I'm thirsty
But it's better I stay dry
No more than two drinks away from crying

Stare into the glass
And wait for the time to pass
And thank you for the offer
But you know I must decline
Never more than two drinks away from crying

There used to be a time
when I could hold my head up high
My life stretched out before me
Rivers flow with wine
I had my love beside me
And everything was fine

Now the ride is over
It's hard to say goodbye

This whole promise fades
And midnight turns to day

I'd love to drown my sorrow
But I cannot tell a lie
No more than two drinks away from crying",en
Velvet Underground,Rock,74.0,0.0,/velvet-underground/,The Ocean,/velvet-underground/the-ocean.html,"1969 Live Version
--------------------------------------------

Here comes the Ocean
And the waves down by the shore
Here comes the Ocean
And the waves down by the sea
Earth is a hollow hair bought of a bigger head
It nearly drives me crazy
I am a lazy son
I never get things down
...(Unknown)

But here comes the waves
Down by the shore
Washing the eye of the land
That has been down by the sea
Down by the sea
Down by the sea
Down by the sea

Here comes the ocean and the waves
Down by the shore
Here comes the ocean and the waves
Down by the sea

(Incense or In sex or Insects) for evil thoughts, thought of by selfish men
It nearly drives me crazy
I am a lazy son
I never get things done
...(Unknown)

Here comes the waves down by the shore
Washing the eye of the land that has been down by the sea
Down by the sea

Here come the waves
Here come the waves
Here come the waves


Peel Slowly And See Version
---------------------------------------------

Here comes the ocean
And the waves
Down by the sea
Here comes the Ocean
And the waves
Where have they been?

Silver and black with night
Heres to a summers night
An empty splendid castle
Glowering alone at night
The princess has had a fright
Madness seeks out the lover

And here come the waves down by the shore
Washing the soul of the body
That comes from the depths of the sea

Here comes the ocean
and the waves down by the sea
Here comes the ocean
and the waves, where have they been
Don't swim tonight my love
The tide is out my love
Malcom's curse haunts our family
Oh yes, loud in which, ruler of filthy seas, revelling heavans justice

And here come the waves
And save for a scream
Theres much like a song
To be heard, in the wind, that blows by the sea.

Like the wind

Here come the waves,
Here come the waves,
Here come the waves
",en
Lou Reed,Rock,223.0,0.0,/lou-reed/,Starlight,/lou-reed/starlight.html,"Starlight open wide
starlight open up you door
This is New York calling
with movies on the street
Movies with real people
what you get is what you see
Starlight open wide
Andy's Cecil B. DeMille

Come on L.A. give us a call
we've got superstars who talk
they'll do anything at all
Ingrid, Viva, Little Joe
Baby Jane, and Eddie S.
But you better call us soon
before we talk ourselves to death

Starlight open wide
everybody is a star
Split screen 8 hour movies
we've got color, we've got sound
Won't you recognize us
we're everything you hate
Andy loves old Hollywood movies
he'll scare you hypocrites to death

You know that shooting up's for real
that person who's screaming
that's the way he really feels
We're all improvising
five movies in a week
If Hollywood doesn't call us
we'll be sick

Starlight open wide
do to movies what you did to art
Can you see beauty in ugliness
or is it playing in the dirt
There are stars out on the New York streets
we want to capture them on film
But if no one wants to see 'em
we'll make another and another

Starlight let us in that magic room
we've all dreamt of Hollywood
it can't happen too soon
Won't you give us a million dollars the rent is due
And will give you 2 movies and a painting
starlight open wide

",en
Marianne Faithfull,Rock,248.0,0.0,/marianne-faithfull/,What Have They Done to the Rain,/marianne-faithfull/what-have-they-done-to-the-rain.html,"Just a little rain falling all around,
The grass lifts its head to the heavenly sound.
Just a little rain, just a little rain,
What have they done to the rain ?

Just a little boy, standing in the rain,
A gentle rain that falls for years.
And the grass is gone, the boy disappears,
And rain keeps falling like helpless tears
And what have they done to the rain ?

Just a little breeze out of the sky,
The leaves nod their head as the breeze blows by.
Just a little breeze with some smoke in its eye,
What have they done to the rain ?

Just a little boy, standing in the rain,
A gentle rain that falls for years.
And the grass is gone, the boy disappears,
And rain keeps falling like helpless tears
And what have they done to the rain ?
",en
Bruce Springsteen,Rock,505.0,5.2,/bruce-springsteen/,Valentine's Day,/bruce-springsteen/valentines-day.html,"I'm driving a big lazy car rushin' up the highway in the dark
I got one hand steady on the wheel and one hand's tremblin' over my heart
It's pounding baby like it's gonna bust right on through
And it ain't gonna stop till I'm alone again with you

A friend of mine became a father last night
When we spoke in his voice I could hear the light
Of the skies and the rivers the timberwolf in the pines
And that great jukebox out on Route 39
They say he travels fastest who travels alone
But tonight I miss my girl mister tonight I miss my home

Is it the sound of the leaves
left blown by the wayside
That's got me out here on this spooky old highway tonight
Is it the cry of the river
With the moonlight shining through
That ain't what scares me baby
What scares me is losing you

They if you die in your dreams you really die in your bed
But honey last night I dreamed my eyes rolled straight back in my head
And God's light came shinin' on through
I woke up in the darkness scared and breathin' and born anew
It wasn't the cold river bottom I felt rushing over me
It wasn't the bitterness of a dream that didn't come true
It wasn't the wind in the grey fields I felt rushing through my arms
No no baby it was you
So hold me close honey say you're forever mine
And tell me you'll be my lonely valentine
",en
Tori Amos,Rock,291.0,0.0,/tori-amos/,Beulah Land,/tori-amos/beulah-land.html,"Beulah Land
Got a wasted gun
Liberation man
Some you are
Sometimes
Got something in that saying
Beulah girl
You better hitch me up

Got some candy
And sweet saying
Give me religion
And a lobotomy
Beulah land
Beautiful home
Tell me when
I don't need you anymore

Said that somewhere
You're gonna get something
You're so
You're right in the middle
And then I'm you
Something is coming back again
I said
You
Maybe I don't wanna go
To where you're not

So
Beulah land
Gonna find me a warm
Place to bathe
This body on down
Got a rubber boat
And a crocodile
Gonna float on past your home

And say when
Just say when
Just say when",en
Tori Amos,Rock,291.0,0.0,/tori-amos/,Landslide,/tori-amos/landslide.html,"I took my love, I took it down
Climbed a mountain and I turned around
I saw my reflection in the snow covered hills
'Till the landslide brought me down

Oh, mirror in the sky
What is love
Can the child within my heart rise above
Can I sail through the changing ocean tides
Can I handle the seasons of my life

Well, I've been afraid of changing
'Cause I've built my life around you
But time makes you bolder
Even children get older
And I'm getting older too

Oh, take my love, take it down
Climb a mountain and turn around
If you see my reflection in the snow covered hills
Will the landslide bring it down

If you see my reflection in the snow covered hills
Well the landslide will bring it down",en
Tori Amos,Rock,291.0,0.0,/tori-amos/,Little Amsterdam,/tori-amos/little-amsterdam.html,"Little Amsterdam
Little Amsterdam
in a southern town
hominy get it on the plate girl
Momma keep your head down
Momma it wasn't my bullet

don't take me back to the Range
I'm just commin out of the cell in my brain
girl you got to know these days
which side your on

Momma got shit
she loved a brown man
then she built a bridge in the Sheriff's bed
she'd do anything to save her man
you see her olives are cold pressed
and her best friend is a sun dress
but Momma
it wasn't my bullet

round and a round and a round I go
round and a round this time for keeps
Father only you can save my soul
and playing that organ must count
for something
girl you got to know these days
which side your on
Little Amsterdam
shut down today
they buried her with a
butter bean bouquet
and the Sheriff now can't ride away
like he said into the sunset
and I won't say
he shouldna paid
but Momma
it wasn't my bullet",en
Marianne Faithfull,Rock,248.0,0.0,/marianne-faithfull/,Great Expectations,/marianne-faithfull/great-expectations.html,"Great expectations I have to find
I want to tell you what it was like
My recollection is not too clear
So much hope and so much fear.

Long conversations into the night
Not like that, oh no, not so black and white
The great temptation's to try and please you
Play with you thought and mind and tease you
If I could tell my story in a song
I'd have to make it fast, yes it's very long
Many shades of grey between the right and wrong.

Day for night, night for day
All the stories on this way,
Feel the fire burn away.

So turn the lights down low, come over here
Stay with me, don't go, you'll see my characters appear
The storyteller's magic doesn't lie
He'll make you laugh to make you cry
Real for me is real for you
What I say is almost true.

Day for night, night for day
All the stories on its way,
Feel the fire burn and play.

The story's ended now you're on your own
",en
Tom Petty,Rock,202.0,1.0,/tom-petty-and-the-heartbreakers/,Power Drunk,/tom-petty-and-the-heartbreakers/power-drunk.html,"Who's gonna call and take this badass down?
Who's gonna come and bite out
the bed and the house down?
Can you see me?
That's our song
Crying out for someone

This is power drunk
Yeah, I love that alive
Got to sober up
That's what makes a good man rise

Got protectord and the song is mine
Got protectors from the pain that leaves you behind
Now you see me against the sky
Believe it, it ain't all lies

This is power drunk
Yeah, I love that alive
Got to sober up
That's what makes a good man rise

I'm on the bed and the man begins to change
Start believing and it's nothing out of its range
You and I are like wind
And the wind got the bad looks, the man said

This is power drunk
Yeah, I love that alive
Got to sober up
That's what makes a good man rise
Make a good man rise",en
Chris Isaak,Rock,143.0,4.8,/chris-isaak/,That Lucky Old Sun,/chris-isaak/that-lucky-old-sun.html,"Up in the mornin'
Out on the job
Work like the devil for my pay
But that lucky old sun got nothin' to do
But roll around heaven all day.
Fuss with my woman, toil for my kids
Sweat till I'm wrinkled and gray
While that lucky old sun got nothin' to do
But roll around heaven all day
Dear Lord above, can't you know I'm pining, tears all in my eyes
Send down that cloud with a silver lining, lift me to Paradise
Show me that river, take me across
Wash all my troubles away
Like that lucky old sun, give me nothing to do
But roll around heaven all day
Send down that cloud with a silver lining, lift me to Paradise
Show me that river, take me across
Wash all my troubles away
Like that lucky old sun, give me nothing to do
But roll around heaven all day",en
Cliff Richard,Rock,280.0,0.2,/cliff-richard/,Two Worlds,/cliff-richard/two-worlds.html,"Like a dream, my life has gone past me
Taken so soon but love burns so true
Love never ending that shines like the stars in the sky

And I sing but so few can hear me
Words from the heart to set your souls free
Time has no distance deep in love

Know everything goes
Everyone knows there's something beyond us
There is a light believe me
Time turns into dust
Cry if you must
But love is the answer
Bringing two worlds together

Who can see the secrets that bind us?
Back to the earth 'til love rings so true
Eyes of compassion and tears of a deepening heart

I have seen the pain of a cruel world
And reached out a hand for suffering to ease
Bringing some comfort to the tears

Know everything goes
Everyone knows there's something beyond us
There is a light believe me
Time turns into dust
Cry if you must
But love is the answer
Bringing two worlds together Into one

A mountain of flowers And the perfume
Floating so high
Hush and the stillness in a million minds

Know everything goes
Everyone knows there's something beyond us

There is a light believe me
Time turns into dust
Cry if you must
But love is the answer
Bringing two worlds together Into one",en
Tori Amos,Rock,291.0,0.0,/tori-amos/,Heart Of Gold,/tori-amos/heart-of-gold.html,"I want to live,
I want to give
Ive been a miner for a heart of gold.
Its these expressions I never give
That keep me searching for a heart of gold
And Im getting old.
Keeps me searching for a heart of gold
And Im getting old.

Ive been to hollywood
Ive been to redwood
I crossed the ocean for a heart of gold
Ive been in my mind, its such a fine line
That keeps me searching for a heart of gold
And Im getting old.
Keeps me searching for a heart of gold
And Im getting old.

Keep me searching for a heart of gold
You keep me searching for a heart of gold
And Im getting old.
Ive been a miner for a heart of gold.",en
David Bowie,Rock,463.0,6.8,/david-bowie/,Oh! You Pretty Things,/david-bowie/oh-you-pretty-things-2.html,"Wake up you sleepy head
Put on some clothes, shake up your bed
Put another log on the fire for me
I've made some breakfast and coffee
Look out my window and what do I see
A crack in the sky and a hand reaching down to me
All the nightmares came today
And it looks as though they're here to stay

What are we coming to
No room for me, no fun for you
I think about a world to come
Where the books were found by the Golden Ones
Written in pain, written in awe
By a puzzled man who questioned
What we were here for
All the strangers came today
And it looks as though they're here to stay

Oh you Pretty Things
Don't you know you're driving your
Mamas and Papas insane
Oh you Pretty Things
Don't you know you're driving your
Mamas and Papas insane
Let me make it plain
You gotta make way for the Homo Superior

Look out at your children
See their faces in golden rays
Don't kid yourself they belong to you
They're the start of the coming race
The earth is a bitch
We've finished our news
Homo Sapiens have outgrown their use
All the strangers came today
And it looks as though they're here to stay

Oh you Pretty Things
Don't you know you're driving your
Mamas and Papas insane
Oh you Pretty Things
Don't you know you're driving your
Mamas and Papas insane
Let me make it plain
You gotta make way for the Homo Superior",en
Tori Amos,Rock,291.0,0.0,/tori-amos/,Sweet Sangria,/tori-amos/sweet-sangria.html,"I know
you know every desperado
and sharp shooter in the west
you say that i can't see behind the mask
of those who call themselves the good guys
in this who take and take
""so are you with me or not
you say this time decide""

balmy days sweet sangria
she's been gone
have you seen her
señorita shyly turning away
leaving me our fading flame
yeah you think you that
what you believe in
it matters now to you and me

what you believe in i'm takin' in
i said i'm takin' in
what you believe in
it matters now to you and me

before sundown the mexicans leave san antone
the car will then drop him at the border
the breaking point
i know your people have suffered
time and time again
but what about i ask you now
the innocents on both sides

balmy days so you give me
a no window i ask you,
give me a bloodless road
tell me why does someone have to lose?",en
Jimmy Eat World,Rock,153.0,0.0,/jimmy-eat-world/,Firestater,/jimmy-eat-world/firestater.html,"I'm the trouble starter, punky instigator.
I'm the fear addicted, danger illustrated.

I'm a twisted
You're a twisted
I'm a twisted firestarter

I'm the bitch you hated, filth infatuated.
Yeah, I'm the pain you tasted, fell intoxicated

I'm a twisted
You're a twisted
I'm a twisted firestarter

I'm the self inflicted, my detonator.
Yeah, I'm the one infected, twisted animator.

I'm a twisted
You're a twisted
I'm a twisted firestarter

I know I'm a twisted
You're a, you're a twisted
I know I'm a twisted firestarter",en
Warren Zevon,Rock,147.0,0.0,/warren-zevon/,Angel Dressed In Black,/warren-zevon/angel-dressed-in-black.html,"written by Warren Zevon, Waddy Wachtel, and Julia Mueller
1991 Zevon Music/Leadsheetland BMI

Sitting on the sofa
Suckin' a bowl of crack
Thinkin' to myself about my
Angel dressed in black

I know she went out hours ago
I hope she's coming back
So I wait here patiently for my
Angel dressed in black

I don't want to go out in the rain
I don't want to go out in the rain
I don't want to go out in the rain

I wish she'd come home right now
So we could interact
I've got a big surprise for her
My angel dressed in black

My little angel
She's the Queen of Downtown
She gets around town
My angel dressed in black

I'm getting kind of paranoid
I'm going off the track
I'm starting to hallucinate my
Angel dressed in black

She might have been arrested
She might have been arrested
She might be lying dead somewhere
My angel dressed in black

I don't want to go out in the rain
I don't want to go out in the rain
I don't want to go out in the rain

Sitting on the sofa
Suckin' a bowl of crack
Thinkin' to myself about my
Angel dressed in black

My little angel
She's the Queen of Downtown
She gets around town
My angel dressed in black
",en
Bruce Springsteen,Rock,505.0,5.2,/bruce-springsteen/,Club Soul City,/bruce-springsteen/club-soul-city.html,"Pack up your bags
Don't look back
There's a little place
Out 'cross the the railroad tracks
If you're broken-hearted
And you don't know what to do
But they got a place down there that's just for you

Club Soul, Club Soul City, yeah yeah yeah
Club Soul, Club Soul City, oh yeah

There's a waitress at the back bar
Goes with the the guy that runs the place
She's got hair like a weeping willow
And tears running down her face
She's seen a lot of guys like you coming around
Looking for something that they've lost
Or trying to lose something that they've found
Down at

Club Soul, Club Soul City, yeah yeah yeah
Club Soul, Club Soul City, oh yeah

So if you're down on your spirit
And there ain't no-one who cares
If you're lost and you're lonely
You won't be lonely down there
You can't miss it, it's just up the highway
On the front door there's a sign that says
Restricted to the losing kind

Club Soul, Club Soul City, yeah yeah yeah
Club Soul, Club Soul City, oh yeah
Club Soul, Club Soul City, yeah yeah yeah
Club Soul, Club Soul City, oh yeah
",en
Jimmy Eat World,Rock,153.0,0.0,/jimmy-eat-world/,Roller Queen,/jimmy-eat-world/roller-queen.html,"I blame it on my entrance
it may have seemed too much like confidence
let me start it over
help me get to what I can from when I did

all that I know is how I can hold on
all that you see is how I that go

I had to leave my reasons
it may have seemed too much, the consequence
and in your busy dizzy life
you will become everything you said you would

all that I know is how I can hold on
all that you see is how I that go

so how about once around
",en
Ultraje A Rigor,Rock,90.0,1.0,/ultraje-a-rigor/,Runaway,/ultraje-a-rigor/runaway.html,"As I walk along I wonder
What went wrong with our love
A love that was so strong
And as I still walk on I think of
The things we've done together
While our hearts were young

Im a walkin' in the rain
Tears are fallin', and I feel the pain
Wishing you were here by me
To end this misery, and I wonder
Why, she ran away
And I wonder if she will stay, my little runaway
Run run run runaway

Im a walkin' in the rain
Tears are fallin', and I feel the pain
Wishing you were here by me
To end this misery, and I wonder
I wo-wo-wo-wo-wonder
Why, why why why why why she ran away
And I wonder if she will stay, my little runaway
Run run run run runaway

My run run run run runaway
My run run run run runaway
Runaway",en
Bruce Springsteen,Rock,505.0,5.2,/bruce-springsteen/,Reason To Believe,/bruce-springsteen/reason-to-believe.html,"Seen a man standin' over a dead dog lyin' by the highway in a ditch
He's lookin' down kinda puzzled pokin' that dog with a stick
Got his car door flung open he's standin' out on Highway 31
Like if he stood there long enough that dog'd get up and run
Struck me kinda funny seem kinda funny sir to me
At the end of every hard earned day people find some reason to believe

Now Mary Lou loved Johnny with a love mean and true
She said ""Baby I'll work for you every day and bring my money home to you""
One day he up and left her and ever since that
She waits down at the end of that dirt road for young Johnny to come back
Struck me kinda funny seemed kind of funny sir to me
How at the end of every hard earned day people find some reason to believe

Take a baby to the river Kyle William they called him
Wash the baby in the water take away little Kyle's sin
In a whitewash shotgun shack an old man passes away
Take his body to the graveyard and over him they pray
Lord won't you tell us tell us what does it mean
Still at the end of every hard earned day people find some reason to believe

Congregation gathers down by the riverside
Preacher stands with his Bible groom stands waitin' for his bride
Congregation gone and the sun sets behind a weepin' willow tree
Groom stands alone and watches the river rush on so effortlessly
Lord and he's wonderin' where can his baby be
Still at the end of every hard earned day people find some reason to believe
",en
Jimmy Eat World,Rock,153.0,0.0,/jimmy-eat-world/,My Best Theory,/jimmy-eat-world/my-best-theory.html,"It's been a long time, so long
There's only one life I know (I know)
But I have my own mind
I'll say so if it seems right

(Hey rush out)

I see your warm face with the soft mouth
But it speaks something else (else)
I'll take my chances with the cast down
We can feel the air

Rush out, out from the center
Not like one side is any better
Stand up as they've been preaching
My best theory is already in me
(already in me) In me

(We can feel, we can feel the air
Rush out)

So many questions
And the answers come back unanswered
(unanswered)
Let's hold the old script
It's a new twist
You can feel the air

Rush out, out from the center
Not like one side is any better
Stand up as they've been preaching
My best theory is already in me
(already in me)

In a lonely real place
Neither part nor mistake
Not what you had with your time

My doubt seems fine, my true desire
My threat, my appetite

My true desire

I feel the air!

Rush out, out from the center
Not like one side is any better
Stand up and escape and breach it
My best theory is already in me
(already in me)

Rush, out from the center
Not like one side is any better
Stand up as they've been preaching
My best theory is already in me
(already in me)
In me


.Diegou.",en
Sheryl Crow,Rock,153.0,1.4,/sheryl-crow/,Wandering Boy,/sheryl-crow/wandering-boy.html,"Out in the cold world and far away from home
Somebody's boy is wandering alone
No one to guide him and keep his footsteps right
Somebody's boy is homeless tonight

Out in the hallway there stands a vacant chair
Yonder's the shoes my darling used to wear
Empty the cradle, the one that's loved so well
How I miss him, there's no tongue can tell

Bring back my boy, my wandering boy
Far, far away, wherever he may be
Tell him his mother, with faded cheeks and hair
At their old home is waiting him there

Oh, could I see him and fold him to my breast
Gladly I'd close my eyes and be at rest
There is no other that's left to give me joy
Bring back my boy, my wandering boy

Well I remember the parting words he said
We'll meet again where no sad tears are shed
There'll be no goodbyes in that bright land so fair
When, done with life, I'll meet you up there

Bring back my boy, my wandering boy
Far, far away, wherever he may be
Tell him his mother, with faded cheeks and hair
At their old home is waiting him there",en
Cliff Richard,Rock,280.0,0.2,/cliff-richard/,Joanna,/cliff-richard/joanna.html,"Please don't ask me what went wrong
I never planned it to come out like this
Silent moments, thoughtless words
I never wantedthese memories

Joanna
I love you so

Don't wait for me Joanna
I never meant to hurt you so
But now I have to let you go
Don't wait for me Joanna
I'll always say a prayer for you
And hope some day that you
Will found true love

When as children we used to play
We sat and wondered where we'd be today
I said we'd never be apart
But now we lie among the broken hearts

Joanna
I love you so

Don't wait for me Joanna
I never meant to hurt you so
But now I have to let you go
Don't wait for me Joanna
I'll always say a prayer for you
And hope some day that you
Will found true love

Don't wait, no no

Joanna
I can't let go, no

Don't walk away Joanna
I never meant to huert you so
But now I know I can't let you go
Don't walk away Joanna
I'll always say a prayer for you
And I hope that you will find
In me true love",en
Ryan Adams,Rock,231.0,0.0,/ryan-adams/,Jeane,/ryan-adams/jeane.html,"Broken like the windows in the house that loved to harm
She's staring into the glass
And I need conversation like I need another drink
Knowing these rivers are bound to pass
Don't know the words 'cause they're always changing
Oh, but I think I know what she means
Trapped in a motel and the sound of our lips
Lookin' around for Jeane
Lookin' around for Jeane
Nineteen years and nothing, baby where do I begin
Wait till you're 23
She said she knew some late night place that'd let us in
Outside it started to freeze
Don't know the words 'cause they're always changing
Oh, but I think I know what she means
Trapped in a motel and the sound of our lips
Lookin' around for Jeane
Lookin' around for Jeane
Lookin' around for Jeane
Lookin' around for Jeane",en
The Animals,Rock,108.0,2.5,/the-animals/,When I Was Young,/the-animals/when-i-was-young.html,"The rooms were so much colder then
My father was a soldier then
And times were very hard
When I was young

I smoked my first cigarette at ten
And for girls, I had a bad yen
And I had quite a ball
When I was young

When I was young, it was more important
Pain more painful
Laughter much louder
Yeah, when I was young
When I was young

I met my first love at thirteen
She was brown and I was pretty green
And I learned quite a lot when I was young
When I was young

When I was young
Pain more painful
Laughter much louder
Yeah, when I was young
When I was young

My faith was so much stronger then
I believed in fellow man
And I was so much older then
When I was young
When I was young
When I was young",en
Ryan Adams,Rock,231.0,0.0,/ryan-adams/,My Heart is Broken,/ryan-adams/my-heart-is-broken.html,"My heart is broken
My love is gone
I lay without you
Your pillow cold

I am forsaken
I can't go on
My heart is broken
My love is gone

If I hadn't cheated
While you were gone
The well that we'd
Been drinking from
Wouldn't a dried
And turned cold

I am forsaken
I can't go on
My heart is broken
My love is gone

If I hadn't cheated
While you were gone
The well that we'd
Been drinking from
Wouldn't a dried
And turned cold

My days are empty
My nights are long
Five cups of coffee
For the years gone wrong

If I hadn't cheated
While you were gone
The well that we'd
Been drinking from
Wouldn't a dried
And turned cold

I am forsaken
I can't go on
My heart is broken
My love is gone

My love is gone",en
Fiona Apple,Rock,77.0,1.0,/fiona-apple/,I'm In The Middle Of a Riddle,/fiona-apple/im-in-the-middle-of-a-riddle.html,"Are you true? I wish I knew
I'm in the middle of a riddle
'Cause I'm so in love with you

Can't you see I'm up a tree
Right in the middle of a riddle
'Cause you won't belong to me

Though I show I love you so
I've got a feeling you're concealing
Something that I ought to know

If you love me, say that you do
I'm in the middle of a riddle over you",en
Faces,Rock,45.0,0.1,/faces/,Love In Vain,/faces/love-in-vain.html,"Well I followed her to the station
With a suitcase in my hand
Yeah, I followed her to the station
With a suitcase in my hand
Whoa, it's hard to tell, it's hard to tell
When all your love's in vain

When the train come in the station
I looked her in the eye
Well the train come in the station
And I looked her in the eye
Whoa, I felt so sad so lonesome
That I could not help but cry

When the train left the station
It had two lights on behind
Yeah, when the train left the station
It had two lights on behind
Whoa, the blue light was my baby
And the red light was my mind

All my love was in vain
All my love's in vain",en
David Bowie,Rock,463.0,6.8,/david-bowie/,Lightning Fightning,/david-bowie/lightning-fightning.html,"I'll give you back my right to be free
I'll give you back my farm and I'll give you back my house
I'll give you back my right to be free

I've got moon, I've got sun
Lightning, lightning, lightning
I've got me, I've got you
Frightening, frightening, frightening

I'll give you back my farmland and I'll give you back my house
I'll give you back my right to be free
I'll give you back my farmland and I'll give you back my house
I'll give you back my right to be free

I've got moon, I've got sun
(I've got) Lightning, lightning, lightning
I've got me, I've got you
(It's) Frightening, frightening, frightening

",en
Jimmy Eat World,Rock,153.0,0.0,/jimmy-eat-world/,Table For Glasses,/jimmy-eat-world/table-for-glasses.html,"Sweep the dirty stairs, the ones I waited on.
This is just for me.
I felt it watching her.
It happens too fast to make sense of it.
To make it last.
Where do you intend to go with your dirty dress?
Lead my skeptic sight to the table and the light.
It happened too fast to make sense of it.
To make it last.
Not asking of me anything, saying nothing about what it means,
without anybody telling me how I should feel,
lead my skeptic sight.
",en
Bruce Springsteen,Rock,505.0,5.2,/bruce-springsteen/,Souls Of The Departed,/bruce-springsteen/souls-of-the-departed.html,"On the road to Basra stood young Lieutenant Jimmy Bly
Detailed to go through the clothes of the soldiers who died
At night in dreams he sees their souls rise
Like dark geese into the Oklahoma skies

Well this is a prayer for the souls of the departed
Those who've gone and left their babies brokenhearted
This is a prayer for the souls of the departed

Now Raphael Rodriguez was just seven years old
Shot down in a schoolyard by some East Compton Cholos
His mamma cried ""My beautiful boy is dead""
In the hills the self-made men just sighed and shook their heads

This is a prayer for the souls of the departed
Those who've gone and left their babies brokenhearted
Young lives over before they got started
This is a prayer for the souls of the departed

Tonight as I tuck my own son in bed
All I can think of is what if it would've been him instead
I want to build me a wall so high nothing can burn it down
Right here on my own piece of dirty ground

Now I ply my trade in the land of king dollar
Where you get paid and your silence passes as honor
And all the hatred and dirty little lies
Been written off the books and into decent men's eyes

",en
Ryan Adams,Rock,231.0,0.0,/ryan-adams/,"Chin Up, Cheer Up",/ryan-adams/chin-up-cheer-up.html,"Took a walk with you
In the shadow of my shoes
Danced around the broken blues
In the dirty summer rain
Moonlight on the cars
Parked in single file at bars
With a thick and rosy smoke
Waving its busted hand

Bringing you down, can't bring you down
Bring you down, can't bring you down
Bring you down, can't hear the sound
Run through the river and into town
Pretty little moon with it's head hung down
Chin up. Cheer up.

I took a walk with you
And I busted up my shoe
In an old yellow canoe
Out in Hollywood
You called the police
But they didn't care the lease
On your place had run out
Your landlord straightened his hat

Bringing you down, can't bring you down
Bringing you down, can't bring you down
Bringing you down, can't hear the sound
Run through the river and into town
Pretty little moon with it's head hung down
Chin up. Cheer up.
",en
Tori Amos,Rock,291.0,0.0,/tori-amos/,Promise,/tori-amos/promise.html,"Promise not to say
That you told me so
Promise not to say
That I'm getting too old

Promise not to take
Never take your phone
I mean take their word
You mean over yours?
What I need to know, will you

Be there, Be there, Be there
Be there, Be there, Be there
Where the sun shines
I will be there
You are the light
That follows you everywhere
And look for my love
Where the sun shines
I will be there
Will you

Promise not to judge
To judge who you love
I don't know if I
Yes, make that Promise
Whatever it is
Can you hear the truth
If they accuse me
You think I'll doubt you?
What I need to know, will you

Be there, Be there, Be there
Be there, Be there, Be there
Where the sun shines
I will be there
You are the light
That follows you everywhere
And look for my love
Where the sun shines
I will be there
Will you

Be there, Be there, Be there
Be there, Be there, Be there
When I am all alone
You're not alone
When I am broken down
We all break down
When every door is closed
There is one more
Will you look for me?
I will rescue you

Where the sun shines
I will be there
You are the light
That follows you everywhere
And look for my love
Where the sun shines
Where the sun shines
I will be there
I will be there
I will be there

Be there, Be there, Be there",en
Santana,Rock,275.0,1.7,/santana/,Now That You Know,/santana/now-that-you-know.html,"Where are are from?
Where are you going to?
Now that you know
Just what are you gonna do?

Where are you from?
What are you looking for?
Now that you know
What are you waiting the fuck for.

",en
Marianne Faithfull,Rock,248.0,0.0,/marianne-faithfull/,Counting,/marianne-faithfull/counting.html,"Now is the glimmering spinning beginning
Of something I've prayed for and counted the minutes
To be in the shadows of sheltering meadows
Of night, here with you in my arms.

This is the moment that pauses to hold us
As you and I move in a background of wonder,
Surrounded by countless enclosures
Of nocturnal unspoken music of joy.

Counting times you have stood at the foot of my ivory tower
And waited, and called out my name by the hour,
And counted on the wings of my heartstrings
To carry the sound, I have counted on pleading,
You see how I need you, come down.

And now between twilight and midnight I come to you,
Down in my gown of soft moonbeams and starlight,
Bright is the evening, the breezes have fenced us
And nestled against us â€”

You're here â€”
And warm.

And mine till the time
When the dawn will awake you,
The morning will shake you,
The highway will take you.

But now all the rays of the moon making bouquets
Will swim through the luster of lingering street lights
We count on the night to hold everything even,
And count on forgetting that you will be leaving,
And destiny's folded and then in the dawn you'll be gone.

But now as the gardens of softening night time
Are blossoming slowly around where we are,
You and I come together
And walk through the dreams of the stars.

So here while the song of the deepening evening
Is singing to me from the light in your eyes,
We can count on each other to move to the beach of tomorrow
And know where we've been.
",en
Santana,Rock,275.0,1.7,/santana/,She Can't Let Go,/santana/she-cant-let-go.html,"She has the innocence and vision of a child
How can I ever really know her?
Weâ€™re riding on a carousel
Thatâ€™s running wild
Around in circles â€˜til itâ€™s over


And every time we reach the end
We go around again â€˜cause


Chorus:
She canâ€™t let go
And I donâ€™t wanna tell her no
She canâ€™t let go
And I donâ€™t wanna tell her no


I see her starinâ€™ out the window at the rain
But she will never leave the fire
Sometimes it burns all night and covers up the pain
Sometimes it only leaves us tired


And every time we reach the end
We go around again â€˜cause",en
